year,parent_entity,parent_type,lei,total_emissions_MtCO2e
1994,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,23.64924604000000000000
1995,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,23.68459348750000000000
1996,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,23.72040885000000000000
1997,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,23.75666487250000000000
1998,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,23.79337493000000200000
1999,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,23.83055160750000000000
2000,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,23.86820669999999800000
2001,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,23.90639125000000000000
2002,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,23.94503520000000000000
2003,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,27.16205863500000500000
2004,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,30.42199755000000000000
2005,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,30.63855582999999800000
2006,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,33.80393016000000000000
2007,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,34.79998433999999500000
2008,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,31.75672968000000000000
2009,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,26.59328320000000200000
2010,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,27.20378700000000000000
2011,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,26.85852000000000200000
2012,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,26.77671280000000000000
2013,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,25.81856640000000000000
2014,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,27.62553160000000000000
2015,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,28.20030719999999700000
2016,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,28.70949240000000000000
2017,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,27.62183080000000500000
2018,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,27.92308000000000000000
2019,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,25.28462050000000300000
2020,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,24.52594009999999600000
2021,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,24.81980160000000000000
2022,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,22.49294519999999800000
2023,Cemex,Investor-owned Company,549300RIG2CXWN6IV731,29.00000000000000000000
1988,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,10.49023461066221900000
1989,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,14.26943122023475200000
1990,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,12.54743901895828500000
1991,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,12.31758056998452450000
1992,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,13.57947381761289800000
1993,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,14.00270372605705100000
1994,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,14.73893846303411700000
1995,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,15.99138162718877700000
1996,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,16.32243892262308200000
1997,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,16.67451563511990500000
1998,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,16.31735272234687200000
1999,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,16.67451563511990500000
2000,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,26.65621291334128900000
2001,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,41.05528629579151800000
2002,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,45.02578403417956700000
2003,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,46.91322195767810800000
2004,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,48.92548690535642200000
2005,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,47.44144809781348400000
2006,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,53.93682367230121700000
2007,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,56.27544916848287400000
2008,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,53.19225736123659700000
2009,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,85.88306332193889940000
2010,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,81.38419220492867430000
2011,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,83.89666573839087200000
2012,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,85.06747109304590663000
2013,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,86.77656757170858600000
2014,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,93.56220341646178630000
2015,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,93.79399412650612650000
2016,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,88.50915270371879754000
2017,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,102.53631330821679270000
2018,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,116.34589904802988890000
2019,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,110.10970403254821330000
2020,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,110.29798720761042680000
2021,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,117.31406152213524150000
2022,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,116.47365317021852940000
2023,Cenovus Energy,Investor-owned Company,549300F4XPHJ7NOSP309,115.30583345058625600000
1994,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,0.71905546465839486000
1995,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,2.28477728808802893000
1996,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,4.33263525389538960000
1997,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,5.62418342873001790000
1998,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,9.26548026008096230000
1999,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,9.57035723554069230000
2000,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,9.66204397019367630000
2001,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,11.65716081185752530000
2002,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,13.09433789469071040000
2003,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,19.38067045863705610000
2004,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,26.16869540448980300000
2005,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,33.85789134469297520000
2006,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,41.82482593906260500000
2007,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,51.68166926182570900000
2008,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,60.98552113157424550000
2009,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,65.55447705719277750000
2010,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,74.75383534817025600000
2011,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,85.95013366232900300000
2012,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,101.83336766539916700000
2013,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,104.53920705247216100000
2014,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,110.43632670513983998900
2015,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,107.51536214010698056000
2016,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,101.49770745798878590000
2017,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,90.01484895706083006000
2018,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,88.71743512925283710000
2019,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,89.79483433626966400000
2020,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,86.86580829866636000000
2021,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,95.71800940047406700000
2022,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,105.54106832090710350000
2023,Chesapeake Energy,Investor-owned Company,X2MT1W32SPAZ9WSKLE78,96.83149581593443000000
1912,Chevron,Investor-owned Company,,2.27303401218780000000
1913,Chevron,Investor-owned Company,,2.17876291736653770000
1914,Chevron,Investor-owned Company,,2.59874941790899300000
1915,Chevron,Investor-owned Company,,1.77062929225289900000
1916,Chevron,Investor-owned Company,,1.56252026754440590000
1917,Chevron,Investor-owned Company,,1.32865338092095950000
1918,Chevron,Investor-owned Company,,1.36131767723189200000
1919,Chevron,Investor-owned Company,,1.33329356052899770000
1920,Chevron,Investor-owned Company,,1.59226989620707870000
1921,Chevron,Investor-owned Company,,1.70083319085234260000
1922,Chevron,Investor-owned Company,,3.21599579169755860000
1923,Chevron,Investor-owned Company,,6.94275787827169300000
1924,Chevron,Investor-owned Company,,5.94760245250734100000
1925,Chevron,Investor-owned Company,,5.73933311908430400000
1926,Chevron,Investor-owned Company,,21.04068611107549100000
1927,Chevron,Investor-owned Company,,21.77965919861842910000
1928,Chevron,Investor-owned Company,,22.06757254931204800000
1929,Chevron,Investor-owned Company,,25.91659385571125700000
1930,Chevron,Investor-owned Company,,40.77884839096267900000
1931,Chevron,Investor-owned Company,,38.18161772371847600000
1932,Chevron,Investor-owned Company,,39.47080935333196600000
1933,Chevron,Investor-owned Company,,39.88776209379931500000
1934,Chevron,Investor-owned Company,,41.80428707613370900000
1935,Chevron,Investor-owned Company,,49.41518978661633330000
1936,Chevron,Investor-owned Company,,54.23587468465528560000
1937,Chevron,Investor-owned Company,,87.03844777790757570000
1938,Chevron,Investor-owned Company,,100.85159213679176270000
1939,Chevron,Investor-owned Company,,105.47151946200739130000
1940,Chevron,Investor-owned Company,,121.27187501217860180000
1941,Chevron,Investor-owned Company,,125.40936784312991080000
1942,Chevron,Investor-owned Company,,117.37260274856213070000
1943,Chevron,Investor-owned Company,,138.05253097169321310000
1944,Chevron,Investor-owned Company,,169.18219760888837230000
1945,Chevron,Investor-owned Company,,185.17556022011960240000
1946,Chevron,Investor-owned Company,,199.04101016976055960000
1947,Chevron,Investor-owned Company,,213.88118881285681170000
1948,Chevron,Investor-owned Company,,243.64389569845030100000
1949,Chevron,Investor-owned Company,,245.84639021899264800000
1950,Chevron,Investor-owned Company,,294.75682928876353000000
1951,Chevron,Investor-owned Company,,351.31659515307977220000
1952,Chevron,Investor-owned Company,,374.87847531409346820000
1953,Chevron,Investor-owned Company,,399.63450777586025480000
1954,Chevron,Investor-owned Company,,425.25628239735239060000
1955,Chevron,Investor-owned Company,,479.88309038023901270000
1956,Chevron,Investor-owned Company,,523.67740159768996210000
1957,Chevron,Investor-owned Company,,580.34909730161597500000
1958,Chevron,Investor-owned Company,,611.60962006704223710000
1959,Chevron,Investor-owned Company,,654.42029628823018730000
1960,Chevron,Investor-owned Company,,723.25999144445334200000
1961,Chevron,Investor-owned Company,,790.88931819188687400000
1962,Chevron,Investor-owned Company,,863.38576004348642100000
1963,Chevron,Investor-owned Company,,917.27849229971947700000
1964,Chevron,Investor-owned Company,,974.19201054522748000000
1965,Chevron,Investor-owned Company,,1087.58779311954053100000
1966,Chevron,Investor-owned Company,,1206.87437394915387800000
1967,Chevron,Investor-owned Company,,1325.11362329058260400000
1968,Chevron,Investor-owned Company,,1441.57171680309534200000
1969,Chevron,Investor-owned Company,,1563.66196952088994000000
1970,Chevron,Investor-owned Company,,1706.77787653338157100000
1971,Chevron,Investor-owned Company,,1740.23981208103554200000
1972,Chevron,Investor-owned Company,,1863.47481723901324200000
1973,Chevron,Investor-owned Company,,1924.05956727353917400000
1974,Chevron,Investor-owned Company,,1898.89733354987509200000
1975,Chevron,Investor-owned Company,,1474.25184959575737400000
1976,Chevron,Investor-owned Company,,1509.30138602880659900000
1977,Chevron,Investor-owned Company,,1465.89703483692384900000
1978,Chevron,Investor-owned Company,,1366.47581377308332000000
1979,Chevron,Investor-owned Company,,1367.10263443223751200000
1980,Chevron,Investor-owned Company,,1278.96829695074558300000
1981,Chevron,Investor-owned Company,,1220.28108267060523600000
1982,Chevron,Investor-owned Company,,926.00123099676072500000
1983,Chevron,Investor-owned Company,,796.61921919565003100000
1984,Chevron,Investor-owned Company,,681.18438624669469000000
1985,Chevron,Investor-owned Company,,578.92706838798381200000
1986,Chevron,Investor-owned Company,,568.00060954555428700000
1987,Chevron,Investor-owned Company,,557.38574176920925800000
1988,Chevron,Investor-owned Company,,524.87875551832539000000
1989,Chevron,Investor-owned Company,,482.31251246053505100000
1990,Chevron,Investor-owned Company,,485.31007576774682703900
1991,Chevron,Investor-owned Company,,484.61099935495982279700
1992,Chevron,Investor-owned Company,,480.42853634251778742100
1993,Chevron,Investor-owned Company,,480.54088472554657574600
1994,Chevron,Investor-owned Company,,530.12619733817588123800
1995,Chevron,Investor-owned Company,,506.34408796759574502800
1996,Chevron,Investor-owned Company,,528.39476590246641478870
1997,Chevron,Investor-owned Company,,543.31204814697777967400
1998,Chevron,Investor-owned Company,,574.37628360532893114070
1999,Chevron,Investor-owned Company,,548.13152255342436822070
2000,Chevron,Investor-owned Company,,524.82340036282437384000
2001,Chevron,Investor-owned Company,,534.89151280738673005000
2002,Chevron,Investor-owned Company,,509.60736909319370422000
2003,Chevron,Investor-owned Company,,487.76246620477718849000
2004,Chevron,Investor-owned Company,,477.28912011538241435000
2005,Chevron,Investor-owned Company,,421.37761116537015660000
2006,Chevron,Investor-owned Company,,456.76053612194359944000
2007,Chevron,Investor-owned Company,,451.38660370687832440000
2008,Chevron,Investor-owned Company,,439.72945331368776140000
2009,Chevron,Investor-owned Company,,461.67938153854550861765
2010,Chevron,Investor-owned Company,,466.75233958328828835000
2011,Chevron,Investor-owned Company,,444.83472840549400753000
2012,Chevron,Investor-owned Company,,435.40431059726626312000
2013,Chevron,Investor-owned Company,,435.37954176040386525000
2014,Chevron,Investor-owned Company,,436.44927320714622465000
2015,Chevron,Investor-owned Company,,456.26930624473834560000
2016,Chevron,Investor-owned Company,,465.13348663677196600000
2017,Chevron,Investor-owned Company,,487.68924380033434650000
2018,Chevron,Investor-owned Company,,520.32970411624303990000
2019,Chevron,Investor-owned Company,,546.33171759025899310000
2020,Chevron,Investor-owned Company,,494.17347106244597750000
2021,Chevron,Investor-owned Company,,498.70840811958550900000
2022,Chevron,Investor-owned Company,,489.64639262898408300000
2023,Chevron,Investor-owned Company,,487.24283359617778130000
1928,China (Cement),Nation State,,0.04766710000000000000
1929,China (Cement),Nation State,,0.09166750000000000000
1930,China (Cement),Nation State,,0.08800080000000000000
1931,China (Cement),Nation State,,0.11733440000000000000
1932,China (Cement),Nation State,,0.09533420000000000000
1933,China (Cement),Nation State,,0.13566790000000000000
1934,China (Cement),Nation State,,0.11733440000000000000
1935,China (Cement),Nation State,,0.18700170000000000000
1936,China (Cement),Nation State,,0.51333800000000000000
1937,China (Cement),Nation State,,0.52433810000000000000
1938,China (Cement),Nation State,,0.01100010000000000000
1939,China (Cement),Nation State,,0.26766910000000000000
1940,China (Cement),Nation State,,0.32633630000000000000
1941,China (Cement),Nation State,,0.59400540000000000000
1942,China (Cement),Nation State,,0.78467380000000000000
1943,China (Cement),Nation State,,0.76634030000000000000
1944,China (Cement),Nation State,,0.58667200000000000000
1945,China (Cement),Nation State,,0.02200020000000000000
1946,China (Cement),Nation State,,0.10266760000000000000
1947,China (Cement),Nation State,,0.20900190000000000000
1948,China (Cement),Nation State,,0.09900090000000000000
1949,China (Cement),Nation State,,0.22366870000000000000
1950,China (Cement),Nation State,,0.39967030000000000000
1951,China (Cement),Nation State,,0.64533920000000000000
1952,China (Cement),Nation State,,1.42634630000000000000
1953,China (Cement),Nation State,,1.93601760000000000000
1954,China (Cement),Nation State,,2.29535420000000000000
1955,China (Cement),Nation State,,2.24402040000000000000
1956,China (Cement),Nation State,,3.18636230000000000000
1957,China (Cement),Nation State,,3.42103110000000000000
1958,China (Cement),Nation State,,4.63837550000000000000
1959,China (Cement),Nation State,,6.11972230000000000000
1960,China (Cement),Nation State,,6.73206120000000000000
1961,China (Cement),Nation State,,3.98936960000000000000
1962,China (Cement),Nation State,,3.98936960000000000000
1963,China (Cement),Nation State,,4.98671200000000000000
1964,China (Cement),Nation State,,5.23604760000000000000
